koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_smet,koi_smet_err1,koi_smet_err2,koi_srad,koi_srad_err1,koi_srad_err2,koi_smass,koi_smass_err1,koi_smass_err2,ra,dec,koi_kepmag,koi_gmag,koi_rmag,koi_imag,koi_zmag,koi_jmag,koi_hmag,koi_kmag,koi_fwm_stat_sig,koi_fwm_sra,koi_fwm_sra_err,koi_fwm_sdec,koi_fwm_sdec_err,koi_fwm_srao,koi_fwm_srao_err,koi_fwm_sdeco,koi_fwm_sdeco_err,koi_fwm_prao,koi_fwm_prao_err,koi_fwm_pdeco,koi_fwm_pdeco_err,koi_dicco_mra,koi_dicco_mra_err,koi_dicco_mdec,koi_dicco_mdec_err,koi_dicco_msky,koi_dicco_msky_err,koi_dikco_mra,koi_dikco_mra_err,koi_dikco_mdec,koi_dikco_mdec_err,koi_dikco_msky,koi_dikco_msky_err,target
4867.373581838887,77.9518139876067,-78.43367411153966,4.597205211281189,0.016023812520518443,-0.04760260564059441,0.1390362797521341,0.15,-0.15,0.7475419523965855,0.04422902380170726,-0.030819162210686035,0.8118316294423016,0.029915534235472628,-0.048939907727347486,289.4655302219404,41.14446180405051,14.033671238345368,14.897116818717167,13.97371942435776,13.663044820184254,13.502442214543661,12.413634958593233,11.8851530984693,11.778900262147076,0.26174884659184355,19.297686610696385,1.0590418894656982e-05,41.14451537093737,0.00012537414281024354,-0.5892800146708826,0.4431348956623463,0.1845804760341452,0.46265303553841336,0.0001386678725172292,0.00013390880257919567,4.961407679127176e-05,0.00015122004826000464,0.16103740169484693,0.15657879312007597,0.2360260564059441,0.2146995386367374,0.28795349690167593,0.22421767851280447,0.1060487469837497,0.14691609520682902,0.23325395826493853,0.20710883925640222,0.26229023801707263,0.20710883925640222,1
5780.919848602297,104.0,-115.0,4.339639949534099,0.12816030279540588,-0.10480025232950489,-0.03440201863603913,0.15,-0.15,1.092119596272792,0.1653193439432873,-0.15031934394328728,0.9512391925455843,0.0771997476704951,-0.05591984860229707,287.4094988813743,46.81312538173331,12.781400756988514,13.140437678568555,12.719840958852117,12.627122119567842,12.605763330749465,11.746365097056,11.486525399851406,11.442844743794693,0.25725971270780673,19.160640983445656,8.363490294400119e-06,46.81308918072399,8.363490294400119e-05,0.2968971389468568,0.31958031829861844,-0.13340328028356357,0.30606122668483604,-6.735878881837652e-05,6.987788043215891e-05,-6.276585404451348e-05,6.695803182986184e-05,-0.15798990681980435,0.1820318749899425,-0.3295677018233739,0.2187914207968337,0.4127737577314913,0.2187914207968337,-0.1983969720459413,0.18167182452404151,-0.5831682064823837,0.22599243011485326,0.623969720459413,0.2187914207968337,1
5105.0,84.0,-76.0,4.469,0.09,-0.03,0.14,0.15,-0.15,0.868,0.044,-0.076,0.81,0.062,-0.026,291.18338,45.32317,14.808,15.46,14.731,14.529,14.408,13.42,12.959,12.883,0.0001296005535471414,19.412237963195572,1.1216000922578568e-05,45.32305086400369,0.00012259201107094284,0.4511198339358575,0.4286400369031428,-0.41697598708390005,0.44907203874829993,2.1664049819242767e-05,0.0002569759870839,0.0006248799354195002,0.0002765439852387429,-0.23036804428377133,0.19950404059345705,-0.4886400369031427,0.18518402214188567,0.542528053509557,0.19475202029672853,-0.04425606089018558,0.16296005535471414,-0.16123204797408555,0.1577760332128285,0.16728007380628557,0.1590720387482999,1
5996.002406874261,189.4995988542898,-220.99117479437558,4.491502005728551,0.052,-0.208,0.004947851057673841,0.27502005728551004,-0.3,0.9724891690658245,0.3009991977085796,-0.1004995988542898,1.0689807450059103,0.1294995988542898,-0.15049318052292657,292.2690993739831,45.262236603923625,15.868447449911963,16.374451461369066,15.801457077409008,15.651445845329123,15.572445845329124,14.61093822356063,14.28746028657469,14.178522865305482,0.010508424059914227,19.48462515769244,2.4500401145710202e-05,45.262534323121635,0.000284995988542898,0.6112355287874197,0.9449719198002859,1.0989570211534767,1.0,-0.00019038509988179316,0.00030497994271448995,-0.000384675071974737,0.000334987965628694,0.27008825205624426,0.4148916906582457,-0.2201363895414684,0.36998395417159197,0.35514842391277446,0.4448997135724497,0.19517249265538653,0.4048997135724497,-0.3151644697411825,0.3949638968860819,0.3852206301406107,0.3699598854289799,1
3813.625478768256,76.0,-84.0,4.7544327291360196,0.04465458272039409,-0.03253816691184236,-0.15520040992433504,0.15,-0.15,0.4984799590075665,0.035701812591940885,-0.04416364568009853,0.514959918015133,0.03716364568009853,-0.04113454172796059,295.883220282988,48.16518519055113,15.142754409825793,16.593896099440435,15.23795430734471,14.521303554770364,14.147430948611644,12.919758239971843,12.289179991075134,12.111267302931546,0.10688409659686704,19.72555271829583,2.023997950378325e-05,48.16516779509864,0.00020509062959704432,0.13425581249339916,0.7325810542319211,-0.0627240119655168,0.7363262665493595,-0.0002364360468766502,0.0002313454172796059,0.0003491983603026599,0.00022836354319901478,0.3121087555164532,0.393926471511527,-0.20632626654935948,0.2364360468766502,0.4342175110329063,0.3201812591940886,0.3710543777582266,0.4846898097483743,0.2343655928206899,0.27047229871546796,0.646073528488473,0.38959918015132994,1
6423.477185785735,76.45769960515929,-86.20389723611505,4.026334608475893,0.11238592892867291,-0.05746197630955764,0.25631177888920464,0.1042300394840706,-0.15,2.137516609423605,0.2340603558831423,-0.4072053125559661,1.5279320240063465,0.0684576996051593,-0.1680627352461242,291.0200940833616,45.361078039039135,11.44607550386963,11.78952227070301,11.392309820058097,11.299140618478734,11.329813148091787,10.447813148091786,10.225474744933061,10.157082159937008,0.04988925696236304,19.40135057806996,6.986977078178776e-06,45.36109660986114,7.522766012108868e-05,0.41561786575415993,0.27273288549619523,0.07653043432477658,0.27934885390893877,0.00014581369160304378,8.848146249013292e-05,0.00015698479052382306,9.167015025007106e-05,-0.5588070355356636,0.6174192092655741,0.15869770781787756,0.6208032408528307,0.6895009486707082,0.6136882211107954,0.41071770676486374,0.5469201579362823,0.44592205527769885,0.6524952566464589,1.027918260594866,0.5369201579362823,1
5735.373351827984,103.20888272400516,-122.91117275994836,4.461777931899871,0.036893129892170404,-0.1193733518279845,0.28569049175865746,0.11044413620025818,-0.15,1.004240110967907,0.15691117275994837,-0.06180430265211877,1.0661117275994836,0.052506592688061966,-0.07116446910397935,289.4973627594647,43.65804264187584,13.116811232854868,13.55742469565076,13.049780004610966,12.92790006009492,12.881615535506986,11.969206097943447,11.657192912567323,11.603553079019184,0.31365440602310146,19.29983859678639,8.898639796508052e-06,43.658125814256174,8.909083932708311e-05,0.5733136695378571,0.34832685491398097,0.2837862597843408,0.32375780573811525,-0.00013582234551989673,0.00013039139469576245,1.5822345519896726e-05,0.00012268910465981927,-0.10013185376123929,0.14164469103979344,-0.019819571322220397,0.17911172759948363,0.15937543512196223,0.1695558637997418,-0.0059541992811360175,0.14746703655969018,0.3361589154171858,0.17869396215147332,0.3998681462387607,0.19120055483953527,1
5863.106121512595,105.0,-117.0,4.220546916302265,0.1654081773110842,-0.10316190039210714,-0.004136135575153244,0.15,-0.15,1.2940952490197322,0.21047482868345918,-0.2401455916528138,1.0154013246494515,0.08647482868345918,-0.0776367290755663,289.4318578328918,41.92077418665116,13.825896711317808,14.249997396583971,13.778790589805215,13.644740247172132,13.58389671131781,12.687488534006725,12.430734810925703,12.378840932438296,0.04406499755700809,19.295462505411912,1.778775697481123e-05,41.92034235942405,0.00020681635462216843,0.22687071708647952,0.722571494118393,-1.5410068526616327,0.7446395619059696,-5.768187286238207e-05,0.00017514252142224526,0.0001753864323253598,8.271566935600516e-05,0.6814700806801547,0.446258565827041,0.25195934285895444,0.4420680677875766,1.260285976473572,0.49151027899244915,0.6430347221369148,0.42731978095298484,0.3414015540638269,0.4541904980394643,1.295034263308164,0.49151027899244915,1
4726.781120464077,151.87551814369223,-151.87551814369223,4.663501559738167,0.05165663860776918,-0.026958506047897415,-0.8652801160192349,0.28150933720064114,-0.3,0.6070985428291532,0.03465663860776918,-0.045683090471525536,0.6079626511974353,0.04857365070356401,-0.03405290372751271,291.04514958649185,47.38309052982124,14.580611469886007,15.408068416195738,14.542422674526776,14.226135849174995,14.072437716615124,12.986814794496983,12.464667493089856,12.364791974946161,0.32295589940816494,19.40298870704527,2.3520746976051294e-05,47.38294974506846,0.00026411307208089763,-0.8087915045662835,0.8749429511229494,-0.49645228832359056,0.9223392162426929,0.0002132831930388459,0.0003153215675146142,0.00017698132559871766,0.00034011409775410123,-0.26082987904205174,0.37301867440128234,-0.5756587324108999,0.5636981325598718,0.6615456603300023,0.4686410836828212,-0.22177385583820475,0.3841130720808976,-0.39331951616820693,0.5747925302394871,0.5242634929643599,0.4849429511229494,1
4362.0,87.0,-78.0,4.722,0.012,-0.051,-0.5,0.15,-0.15,0.554,0.042,-0.017,0.59,0.029,-0.029,293.80441,38.63913,15.842,16.893,15.784,15.391,15.148,14.091,13.434,13.378,0.13361794215356637,19.58697257853253,7.7115219273251e-06,38.638327172637766,0.00010743460401081386,0.4731413012112483,0.32214674697187917,-2.8843460401081384,0.390576096366255,3.790579919250111e-05,0.00019680615262437142,-0.0002944492209949713,0.0002389003534318703,-1.0031938473756286,0.4226702971737539,4.330679277253088,0.8295289959625055,4.438585076445589,0.8684818955587561,-0.17277538950251436,0.2742409477793781,0.06099455423936921,0.3926702971737539,0.21151810444124394,0.30476449798125277,1
5459.83783814259,74.85945897185665,-81.0,4.528291898108828,0.030551348060032416,-0.1006054057711075,0.14,0.15,-0.15,0.8777567515759769,0.10425405320074915,-0.04399459197372951,0.9470054080262704,0.03741621505815955,-0.06518919071294796,298.37971088442765,45.398952262286,13.443043128900385,13.977432315103007,13.398880967042976,13.213394481470743,13.145491780840352,12.202075565782193,11.827886375069246,11.790605293012959,0.13818379396249234,19.891982993376406,3.516216185741041e-06,45.398982213636316,3.385945897185666e-05,0.10443243913697102,0.13697297114446244,0.1039459422889249,0.11697297114446245,2.196755184237712e-05,7.322161631894111e-05,-5.113523448420666e-06,6.782702209004862e-05,-0.11467026825890869,0.09925405320074915,-0.09784865419513056,0.0905567560863029,0.15535135257035837,0.09848648557223122,-0.07251351442776877,0.08648648557223124,-0.050886510379023975,0.09462702660037457,0.1840108047767261,0.09541621505815955,1
5780.750486704288,104.0,-115.0,4.339583495568096,0.1284990265914233,-0.1050825221595194,-0.036660177276155156,0.15,-0.15,1.0916679645447689,0.16458544238524958,-0.14958544238524957,0.9503359290895379,0.0769174778404806,-0.055750486704288366,287.4516513641697,46.76576343986311,12.782247566478558,13.137840796132421,12.720913584206173,12.629493186139962,12.609489292505657,11.752066947622293,11.492565974213715,11.448151416598964,0.03700778726861381,19.163444781005186,8.358738920240303e-06,46.765581029199126,8.283690249811466e-05,0.0624367284425128,0.3066796454476897,-0.6541455761475042,0.2966796454476897,-1.9402876711829712e-05,4.158154875094267e-05,4.99135842061737e-05,4.016504431903879e-05,-0.05168937953345694,0.21833008863807757,-0.28675751813382777,0.22917477840480605,0.3342429170051769,0.2275048670428836,-0.09583495568096122,0.21666017727615516,-0.49591282836709927,0.22333982272384484,0.510077872686138,0.22333982272384484,1
5284.443597736328,184.0,-184.0,4.55042446599873,0.04815487818906277,-0.11651051841542992,0.07154878189062774,0.25889100565917883,-0.3,0.8253307932089854,0.14497705807587918,-0.07751051841542993,0.8816883385286135,0.07311089943408211,-0.08573422237685512,294.7652600718882,40.21207116298492,14.56486972641335,15.28480280573425,14.516624985621066,14.31231141905642,14.229577196679564,13.244259819928395,12.867613555061501,12.770630781705838,0.49330793208985396,19.65101980721913,9.984702690419816e-06,40.2120246505614,0.00010984702690419818,0.12950305965236486,0.4108986260322226,-0.16778201131835768,0.3908986260322226,-2.9560212450193432e-05,0.00014822179886816422,0.00012089862603222265,0.00014822179886816422,0.163116614713865,0.1524474079228504,-0.08021036830859854,0.17445502829589418,0.2113384135820292,0.15422560905468613,0.2119885694404343,0.14600381018652192,-0.1664245468037189,0.17801143055956573,0.33510518415429924,0.17801143055956573,1
5283.346867989921,84.0,-73.0,3.9991995513549403,0.1158236640761529,-0.09731322404255602,0.15700696002239792,0.15,-0.15,1.7468039171389336,0.2990429162990121,-0.2970974403135707,1.045069600223979,0.12312992809631101,-0.10052436007839269,292.04215856138563,48.782787142078966,14.801031354652766,15.391841098684122,14.740181006651646,14.547827178639327,14.443235530666206,13.49691534660125,13.110772654624768,13.044126482637088,0.0493387518028984,19.469487727371064,2.4353828012318848e-05,48.78253279754634,0.00024904872015678537,0.36374708079512574,0.8546287604143613,-0.9177029622621886,0.8851740005599477,-6.414618350500623e-05,0.00011557541559907743,4.5308576349407335e-05,0.0001106438596584319,-0.0029930399776020924,0.3030626402015812,0.15047563992160734,0.4036078803471676,0.15047563992160734,0.4036078803471676,0.12598607995520417,0.3145591601903822,0.3609512798432147,0.4221113603583665,0.3824477998320157,0.41360788034716756,1
4926.0,98.0,-98.0,4.653,0.017,-0.049,-0.36,0.15,-0.15,0.662,0.041,-0.027,0.727,0.029,-0.059,283.21274,45.349861,13.725,14.417,13.654,13.429,13.302,12.256,11.739,11.659,0.1493430368611826,18.880840782428535,6.9191013079977245e-06,45.34969165276694,6.919101307997724e-05,-0.350278870392745,0.26779613555412773,-0.6053973246143961,0.24295655172522168,3.695952437589265e-05,0.00017299851367466452,0.0001617991082047987,0.0001645187514867182,-0.29839583828906063,0.14543928656383898,-0.05842398810939732,0.10459550653998861,0.3062758977420741,0.13755922711082555,-0.6526357193830338,0.1311994054698658,-0.47005577407854904,0.10035562544601545,0.8156761950071412,0.12119940546986581,1
5750.31470696434,77.65735348217012,-77.65735348217012,4.167653077506872,0.15841909330234422,-0.0896088462511454,0.2085293035659743,0.13286767410850642,-0.13286767410850642,1.4625246597149892,0.20034264651782988,-0.2918292667784056,1.1105145598140653,0.08202793955348962,-0.10988669383571316,291.56661652091606,42.26921605787602,14.750863398133209,15.235241356080483,14.701863398133208,14.543317802864996,14.473883965810744,13.532813342951856,13.221008919826282,13.157120678040242,0.19910593428833234,19.43777809950724,1.3665580553184174e-05,42.26922710638325,0.000147592554548908,0.1467637320937687,0.5487349803413255,0.048249908031078134,0.5324408410545203,6.55296714416617e-05,0.00018342646517829873,-2.7411721426389716e-05,0.00017685293035659745,-0.036014743751908995,0.37363214195364985,0.21875045984460934,0.44789679373663704,0.45175009196892185,0.42817618927153317,-0.08230888303871414,0.37307335088385757,0.11707408663523233,0.4453085151630267,0.5074117214263897,0.41558791069792284,1
5676.472281804163,114.05543639167404,-108.25053623746683,4.31866647532746,0.11562786622984839,-0.09691791788742261,-0.03223890516563488,0.15,-0.15,1.1757662910565951,0.1699647744796273,-0.1990094861219646,0.9706609468003538,0.06985819159601389,-0.08022174556669615,295.47333301200507,46.393097839367286,13.426961723207265,13.910959578257398,13.383212259444733,13.21904595026971,13.139684541248894,12.229132322282021,11.874493731302836,11.79599480377777,0.4959996676951231,19.6982218681407,1.0977396453356918e-05,46.392992939515324,0.0001192196006168288,-0.030287906707706883,0.40082082112577383,-0.3717059907475679,0.4344349113339229,1.4390199691585597e-05,6.911087278334808e-05,7.77026071703285e-05,7.677825443330386e-05,-0.5602235582116866,0.43969064379361966,-0.33330473400176885,0.2427718195837018,0.6482725597537586,0.43747318812665825,-0.5132832845030953,0.4233047340017688,-0.2852557324596968,0.2569402737085913,0.5902235582116866,0.4410872783348073,1
4768.0,77.07858935870664,-83.92141064129336,4.536,0.05552062695168594,-0.016119843262078517,0.18,0.15,-0.15,0.779,0.023359529786235546,-0.04852062695168594,0.759,0.04552062695168594,-0.027,291.2062043756697,41.596868850564405,15.575870030020882,16.350001628627073,15.484341566173121,15.244705014407394,15.061813102325361,14.040494826442497,13.544041033505408,13.399883854787994,0.3085932284393549,19.413739946585903,9.24715361522398e-06,41.59689847720985,9.655404395898356e-05,-0.24954827648590988,0.3703733545533475,0.10809404275289108,0.3443811914494218,0.00032277021979491784,0.0003171905957247109,-5.524545399723067e-05,0.00030239686524157026,-0.03921410641293365,0.1147937304831406,-0.07958746096628119,0.1476031347584297,0.08838902834549604,0.13760313475842972,-0.02801567379214852,0.1123968652415703,-0.17838902834549605,0.1652062695168594,0.18838902834549603,0.16400783689607426,1
6084.784259320823,79.43148135835291,-86.07870339588227,4.152107396818351,0.15781944906176593,-0.11707870339588228,0.14,0.15,-0.11078703395882271,1.5582750216090644,0.273134262645295,-0.3102453811441205,1.2485629693656488,0.1013907423414122,-0.13135000332447147,298.6634371954936,47.30497993208996,15.135775935406826,15.57956019472765,15.09956019472765,14.945207416765179,14.893423157444355,14.047090748990355,13.745344454048473,13.700816674423766,0.3807648368548294,19.910905774143647,2.2941666112588085e-05,47.30509012373944,0.0002651018475423518,0.3509907290435263,0.8470833056294044,0.39221289955174776,0.9647222037529363,-0.00017568518641647093,0.00045626852529059007,-0.0003551018475423518,0.0005325370505811801,-0.11837043932237135,0.48510184754235175,-0.7326852529059005,0.59626852529059,0.973907423414122,0.6419537117070611,-0.07111118498825508,0.5629444407505872,-0.726620422700014,0.7680462882929391,0.9484259320823546,0.7846944573729446,1
5292.744692402171,184.67781320031006,-184.67781320031006,4.54574469240217,0.05167781320031004,-0.10408810959317903,-0.03556264006200885,0.2838906600155022,-0.3,0.8115987247888384,0.13783280199534934,-0.08135562640062009,0.8440090211817074,0.08891189040682097,-0.07928874719875982,295.614098541748,43.64870647469052,15.34158923008925,16.04835515288274,15.283744218884289,15.061276064471267,14.934151327249253,13.883646545207398,13.497023401999337,13.46779251282073,0.6650700672297643,19.70761790481807,2.523529812747207e-05,43.648815271407784,0.00030302177329332336,0.4516719800465066,0.9325849562573366,0.35835990023253317,1.0617038603255464,-0.0002607908841147164,0.0005702441841922274,-0.00017079088411471637,0.0006583599002325331,0.4111252801240177,0.43823780813641944,-0.21811571604030577,0.6790286922511358,0.4679034121271181,0.539909788182926,0.45656582808991286,0.4892409961643235,-0.08054669992248895,0.40790341212711817,0.48878450805890844,0.4892409961643235,1
6031.607752122252,168.39224787774728,-210.39224787774728,4.4665643497458785,0.06027596604395644,-0.21364651273351634,-0.009007775892853925,0.25,-0.3,1.0016340950755513,0.3224527096771983,-0.11598294057692377,1.070689915109891,0.14370697453296732,-0.13782325636675818,291.52828995716686,43.90536744652848,14.47582139217037,14.935024478756912,14.405649290302241,14.278877212204712,14.197489606092075,13.33950666551515,13.030821392170372,12.918821392170372,0.37321074362638823,19.435205332643946,1.4744342614697599e-05,43.90536120154715,0.0001668527334477995,-0.5873645161400864,0.593100848901089,-0.025255891346143505,0.6009458064560346,7.149147028846188e-05,0.00010701392529533345,-1.89488217307713e-05,0.000114858882850279,0.5040466553571237,0.5364187096840519,0.07409307300823512,0.28939538200549003,0.5436590492444875,0.5107287945741608,0.5075815280219602,0.502108624793943,0.18409307300823505,0.2815504244505445,0.5379691341345965,0.48564349745877966,1
5701.476507387859,111.04698522428167,-114.29530147757183,4.347671103430028,0.10063758817942534,-0.11204698522428168,0.23959749762557686,0.11476507387859164,-0.15,1.1290470650660784,0.17166444828498584,-0.13659733794198303,1.0326108079156617,0.06659060295514367,-0.06304698522428168,290.01507798597396,49.170930660925876,13.69738863319176,14.163798030236617,13.621475868653484,13.496979236146904,13.410267802637636,12.531314787861918,12.217207427281473,12.18630131788824,0.3441881804225174,19.334333037094126,8.725106613728375e-06,49.171007682445904,0.00010158127776790455,-0.16401346997367872,0.29896664443299087,0.2596779981004615,0.36298011440666955,0.000440267802637636,0.0006006703050120591,-8.422787176738134e-05,0.000828522294985187,-0.015825529076552027,0.13283226406339138,-0.3907922533513398,0.35158410749369506,0.40112780506635404,0.3512888060161232,-0.06139600691297453,0.13283226406339138,-0.32024190063363844,0.39563782770481615,0.35685928385254573,0.39563782770481615,1
4208.649650604466,603.8747228721809,-381.4399713762533,4.677355569275861,0.08403857379411599,-0.06530655572109254,-0.21366009036511727,0.1704901355476759,-0.12732018073023452,0.5925026099401629,0.10066734487727846,-0.10285295933569723,0.6062679819269765,0.11580394578092965,-0.09430655572109255,294.3999323338396,44.44717059248851,15.113459966882376,16.221852075320516,15.04951420031747,14.638356719892515,14.424062638563909,13.273603822298188,12.678959391574049,12.495369194285,0.14126594729514114,19.626673476064713,1.3502609940162898e-05,44.447038474732494,0.00015775811747465243,0.4264443072413987,0.5387383885700042,-0.4847651053853391,0.5828364156795394,-0.00019136600903651174,0.00020639210843814072,0.00013126161142999577,0.00022639210843814072,0.09935326804255018,0.19322215362069936,-0.049947801196742025,0.17775811747465245,0.2819083433874456,0.19458816265721107,0.018915331298132262,0.19185614458418762,-0.08399362950301924,0.18912412651116417,0.25693444278907457,0.20322215362069934,1
5055.258198802387,151.0,-141.22540359284085,4.548614783233409,0.07757376383236357,-0.056360645748545365,-0.2797542898195472,0.3151639760477276,-0.3,0.7430163468265449,0.07409016143713634,-0.08001228550902263,0.7097909432337042,0.09090983856286365,-0.04718032287427268,293.61522073102736,42.69481095405964,15.321590212215364,16.084311503712456,15.273500050778228,14.994926286945864,14.823737739880091,13.77078282059866,13.279930348263386,13.178270585867864,0.5230536095794349,19.574371348027803,1.1852045892229515e-05,42.694797572904186,0.00012438521676659065,0.8668433341356732,0.46405726467113534,-0.048647578442954885,0.4505736622759081,-0.0003056553964086333,0.0003113524215570451,2.3360747305000847e-05,0.00030786881916181785,0.06102446946158982,0.1304508071856817,-0.22643415568977027,0.16483602395227237,0.26991775808499746,0.15483602395227236,0.08663925269499917,0.14786881916181788,-0.25139303473226904,0.17528683113795407,0.3791389988038605,0.15831962634749958,1
5903.0,106.0,-117.0,4.3,0.15,-0.1,-0.1,0.15,-0.15,1.156,0.185,-0.166,0.974,0.082,-0.062,282.06128,47.085491,13.797,14.147,13.726,13.647,13.591,12.751,12.47,12.418,0.3348583095387699,18.804062501711844,3.394213136957293e-05,47.0854436488134,0.00027771949162646616,-0.8765278821743758,1.2412114835510075,-0.19154500059615032,1.003948093599248,0.0002375969069969022,0.0003437371611836691,7.733009336078793e-05,0.00027464936453308267,0.9539138567556988,0.3794213136957293,-0.593825508969684,0.6900883477860149,1.279720593897323,0.6531584748793985,0.923913856755699,0.3577194916264661,-0.5855273310389473,0.5892987290661653,1.2706327972467366,0.5823688561595488,1
4326.374906249466,80.5250187501068,-86.68437265623665,4.677227874217322,0.02410315546892355,-0.02663433515602305,-0.27699774998718396,0.1342186328118325,-0.15,0.5984503375019224,0.0272124718748398,-0.0251562734376335,0.617187828126869,0.0253687453124733,-0.0253687453124733,283.47635649574295,46.9427795054437,15.153993839063007,16.382731329687953,15.116837565625374,14.626940721094298,14.30268129218774,13.073772125782678,12.43771900781397,12.314197069532359,0.2833302796819731,18.898397178238643,2.4762126327776566e-05,46.942842723326514,0.00025330255546550596,-1.019938390630073,0.909622843737718,0.19284072654527845,0.9190916640506185,0.0007254042109258855,0.00074749812498932,0.000146189328135413,0.0007569669453022205,-0.49590458592802145,0.280561984372063,0.02168595311618901,0.416374156245194,0.648999249995728,0.30687453124733,-0.46531179687099505,0.29740571093442947,0.6022171328032885,0.41374906249466004,0.769060859365655,0.3795304296828275,1
6007.8034934362,71.64483260402231,-89.64483260402231,4.442055312912625,0.028131004375866117,-0.10968267833564298,0.16131004375866118,0.15,-0.15,1.0552066958391073,0.14972052406726366,-0.06293449781206695,1.124682678335643,0.060710334791955374,-0.07193449781206694,294.7184730759786,45.56159674962724,14.76867976696603,15.188352256026366,14.719390101757986,14.587810771341896,14.530483260402232,13.642606986872401,13.36104803500693,13.352899563450059,0.16608122233983563,19.647910678621763,2.5737991248267768e-05,45.56152594322347,0.0002609315864424545,0.45682678335642984,0.9614847155687024,-0.2470451205273052,0.9579330416089256,-0.00013396069910190833,0.0001875021837863769,-2.96098992786845e-05,0.001503278017656254,0.36959242898766914,0.5822416302011157,-0.18934497812066942,0.5044832604022313,0.6985880634882561,0.5722416302011157,0.3337991248267765,0.5628966520804463,-0.1261717614770992,0.5302765645631239,0.6641048030860247,0.5493449781206694,1
5562.629214554331,83.0,-68.37078544566901,4.120951309076115,0.20455617816850352,-0.09181460727716549,0.15209738184776994,0.15,-0.1,1.4283314654944894,0.22386329820105047,-0.3185561781685035,0.9830730363858274,0.074209738184777,-0.06404869092388497,291.2095604378707,47.624645595114984,14.925273403597899,15.385990629027296,14.883853927228344,14.728112356337007,14.639483141782677,13.795014974489236,13.444073036385827,13.480784658298692,0.481151771623644,19.413973223507597,1.1399062902729463e-05,47.62451132171139,0.00010701497448923712,0.07659163532805224,0.41322094521784053,-0.47765916353280524,0.3892696361417255,-4.344508587911136e-06,0.00022,9.556178168503529e-05,0.00021,-0.03863298201050457,0.16838952739107974,-0.08717225429395556,0.2909738184776993,0.12951309076115033,0.21838952739107975,-0.056535600162734644,0.16234083646719477,-0.42370785445669024,0.2828277457060444,0.4358052363044601,0.2888764366299294,1
5516.4188619495435,82.0,-73.13962064984786,4.313290481060175,0.14578872505349938,-0.10357358623343475,0.14573586233434765,0.15,-0.1356603441641309,1.1124755885422593,0.16776606960243434,-0.17068686348875992,0.9241547242838912,0.06671320688328262,-0.039720758700304296,290.21086934347784,38.955358803497674,15.076188795425542,15.593505795810346,15.038335967892412,14.854460484908216,14.790966104788456,13.847275553356237,13.499415174006087,13.418513347627368,0.17620021111612758,19.3473882959813,7.449051624619633e-06,38.95534668653247,9.304144702856607e-05,-0.15017351586139224,0.3167922370668507,-0.04021127494650062,0.3336375127829595,-4.456621034651937e-05,0.00022883034801217175,-8.962240914891625e-05,0.00025890586618238854,0.09436213535682784,0.09967544779817424,0.13772813458721966,0.10283017208206545,0.20292816977324094,0.10225658584863068,0.00879978888387245,0.10110941338176115,0.17055830666928512,0.10053582714832639,0.24824148221458733,0.10110941338176115,1
5395.0,173.6133403268011,-144.0,4.615,0.035,-0.11060549307574163,-0.34,0.3,-0.3,0.734,0.13020706252595352,-0.057,0.821,0.076,-0.093,295.5410614197522,42.548643784133866,15.79822150228391,16.425838766236243,15.745616009208169,15.529213655032851,15.375565002076282,14.40796343262607,13.96133832142268,13.88133832142268,0.10614339489035537,19.702728454646653,2.19918493490998e-05,42.548314833361744,0.00024613340326801094,-0.4103138900423787,0.8624629878125086,-1.181255560169515,0.8764865295656871,0.00023242375155721134,0.000562266806536022,0.0006888318086123036,0.0005862903482892004,-0.23820402852754619,0.3680863197616542,0.029960763744702655,0.31414125051907044,0.24816479227224883,0.3641412505190705,-0.17816479227224885,0.3600784725105947,-0.01406277800847575,0.2541020142637731,0.18613340326801098,0.34015694502118937,1
6213.109784997364,173.10978499736382,-256.8043000527235,4.39303817485501,0.05934129001581705,-0.1946348399367318,0.3281623507644906,0.11646774960457384,-0.3,1.1819355853137048,0.35121956999472764,-0.13758473005799585,1.2589117152662537,0.14189021500263616,-0.15786634495518503,285.78128905016064,45.46149941493075,15.750200525619501,16.215310310616864,15.681517945587867,15.550200525619502,15.52016235076449,14.644272135761854,14.353260200738129,14.201202895403334,0.0,19.052100590300252,1.1516946011599168e-05,45.46125816183937,0.00012462053512917254,0.5685204014762577,0.4446301003690644,-0.8814085050087315,0.43243440042178793,-0.00028804300052723487,0.0002476849498154678,0.0003717902535588355,0.0002454892498681913,0.3170645007908523,0.1778043000527235,-0.12584730057995835,0.17560860010544696,0.34816235076449065,0.1778043000527235,0.36377095086993755,0.16890215002636175,-0.2640096513444489,0.18451075013180873,0.4848688008435758,0.18451075013180873,1
