kepoi_name,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_smet,koi_smet_err1,koi_smet_err2,koi_srad,koi_srad_err1,koi_srad_err2,koi_smass,koi_smass_err1,koi_smass_err2,ra,dec,koi_kepmag,koi_gmag,koi_rmag,koi_imag,koi_zmag,koi_jmag,koi_hmag,koi_kmag,koi_fwm_stat_sig,koi_fwm_sra,koi_fwm_sra_err,koi_fwm_sdec,koi_fwm_sdec_err,koi_fwm_srao,koi_fwm_srao_err,koi_fwm_sdeco,koi_fwm_sdeco_err,koi_fwm_prao,koi_fwm_prao_err,koi_fwm_pdeco,koi_fwm_pdeco_err,koi_dicco_mra,koi_dicco_mra_err,koi_dicco_mdec,koi_dicco_mdec_err,koi_dicco_msky,koi_dicco_msky_err,koi_dikco_mra,koi_dikco_mra_err,koi_dikco_mdec,koi_dikco_mdec_err,koi_dikco_msky,koi_dikco_msky_err,koi_disposition
K01666.01,6469.0,154.0,-193.0,4.385,0.06,-0.18,0.07,0.25,-0.35,1.193,0.342,-0.122,1.26,0.154,-0.188,291.01971,40.177589,14.479,14.814,14.428,14.335,14.329,13.577,13.315,13.256,0.0,19.401324,1e-05,40.17729,0.00011,0.41,0.43,-1.07,0.41,-8.2e-05,7.9e-05,0.000225,7.5e-05,1.21,0.14,0.09,0.15,1.21,0.13,1.22,0.14,0.15,0.15,1.23,0.14,CANDIDATE
K01670.01,6323.0,174.0,-261.0,4.418,0.062,-0.188,-0.08,0.25,-0.3,1.093,0.329,-0.141,1.14,0.157,-0.157,291.12006,40.333988,14.572,14.937,14.486,14.416,14.389,13.532,13.24,13.171,0.094,19.407929,1.2e-05,40.33259,0.00018,-3.1,0.5,-5.05,0.67,6e-05,0.00017,-0.00023,0.00022,-0.9513999999999999,0.39980000000000004,-0.12399999999999997,0.658,1.7079999999999997,0.6020000000000001,-1.41,0.66,-1.9,1.7,2.4,1.4,CANDIDATE
K07849.01,5783.0,155.0,-172.0,4.418,0.12,-0.18,-0.24,0.3,-0.3,0.962,0.259,-0.139,0.885,0.12,-0.076,299.14664,43.459831,14.877,15.435,14.838,14.638,14.542,13.579,13.237,13.221,0.012,19.943061,4.1e-05,43.45924,0.00048,-1.9,1.6,-2.1,1.7,0.00015,0.00012,0.00017,0.00013,0.34,0.85,-1.74,0.89,1.77,0.95,0.32,0.47,-1.59,0.93,1.62,0.92,CANDIDATE
K02158.02,5343.0,85.0,-74.0,3.764,0.238,-0.102,0.08,0.15,-0.15,2.506,0.468,-0.87,1.33,0.146,-0.341,297.65143,40.352551,13.052,13.648,12.993,12.796,12.691,11.78,11.387,11.279,0.378,19.843398,3.3e-05,40.35234,0.00038,-1.3,1.3,-0.7,1.4,5.4e-05,6.5e-05,2.7e-05,6.6e-05,0.26,0.77,0.62,0.44,0.67,0.4,0.13,0.85,0.29,0.41,0.32,0.38,CANDIDATE
K07850.01,5828.0,182.0,-203.0,4.462,0.05,-0.2,0.32,0.15,-0.3,1.028,0.289,-0.116,1.116,0.112,-0.15,295.79788,43.570389,15.978,16.575,15.913,15.722,15.631,14.689,14.321,14.125,0.038,19.719906,3.2e-05,43.56977,0.00039,1.8,1.2,-2.2,1.4,-0.0008,0.0012,0.0015,0.0013,3.88,0.51,-0.93,0.43,3.99,0.5,3.95,0.53,-1.47,0.6,4.22,0.54,CANDIDATE
K01745.01,5472.0,163.0,-163.0,4.573,0.06,-0.097,-0.52,0.3,-0.3,0.742,0.118,-0.069,0.75,0.096,-0.052,284.9671,46.27626,15.933,16.528,15.904,15.678,15.535,14.508,14.126,14.047,0.0,18.9978069,1.1e-06,46.276301,1.2e-05,0.034,0.041,0.148,0.044,0.00046,0.00049,-0.00038,0.00068,-0.036,0.081,0.073,0.07,0.081,0.073,0.016,0.076,0.152,0.069,0.153,0.069,CANDIDATE
K02480.01,3993.0,79.0,-89.0,4.696,0.052,-0.028,-0.2,0.3,-0.3,0.554,0.046,-0.056,0.556,0.052,-0.052,298.92639,44.00219,15.745,17.04,15.714,15.19,14.905,13.726,13.061,12.875,0.072,19.9284271,9.6e-06,44.002,0.00011,0.07,0.37,-0.68,0.39,0.00017,0.0002,0.00021,0.00021,-0.08,0.16,0.04,0.28,0.09,0.24,0.02,0.16,-0.07,0.3,0.07,0.31,CANDIDATE
K01957.01,6823.0,61.0,-91.0,4.04,0.121,-0.148,0.36,0.1,-0.2,2.037,0.486,-0.365,1.66,0.155,-0.155,297.79224,46.935829,12.655,12.969,12.594,12.52,12.473,11.671,11.425,11.359,0.0,19.8528152,4.3e-06,46.935776,4.5e-05,-0.03,0.16,-0.19,0.16,-0.000135,3.5e-05,0.00015,3.6e-05,-0.02,0.15,-0.31,0.25,0.31,0.25,-0.13,0.15,-0.33,0.25,0.36,0.24,CANDIDATE
K01963.01,6072.0,169.0,-190.0,4.51,0.04,-0.216,-0.24,0.3,-0.3,0.923,0.29,-0.097,1.005,0.126,-0.126,290.60745,48.357182,14.107,14.532,14.055,13.925,13.867,12.967,12.69,12.641,0.437,19.3738262,8.3e-06,48.357243,8.3e-05,-0.16,0.3,0.23,0.3,6e-05,0.00014,-8e-05,0.00016,0.0,0.18,0.12,0.14,0.12,0.14,-0.03,0.17,0.18,0.15,0.18,0.15,CANDIDATE
K07818.01,6461.0,176.0,-176.0,3.846,0.3,-0.1,-0.34,0.3,-0.25,2.225,0.41,-0.762,1.266,0.233,-0.21,296.40149,42.651058,13.063,13.397,13.026,12.919,12.902,12.066,11.822,11.762,0.119,19.760116,1.5e-05,42.65119,0.00017,0.68,0.61,0.46,0.62,-3.6e-05,2.8e-05,-1.7e-05,2.9e-05,-0.34,0.47,0.01,0.23,0.34,0.47,-0.35,0.48,0.12,0.24,0.37,0.48,CANDIDATE
K02796.01,5749.0,78.0,-86.0,4.457,0.042,-0.119,0.14,0.15,-0.15,0.988,0.147,-0.063,1.02,0.056,-0.062,292.87418,48.936569,14.832,15.274,14.783,14.643,14.598,13.714,13.457,13.385,0.272,19.524943,4.1e-05,48.93621,0.00038,-0.1,1.5,-1.3,1.4,0.0,0.0001,8.5e-05,9.4e-05,-0.43,0.51,-0.12,0.42,0.45,0.55,-0.51,0.48,-0.19,0.45,0.54,0.53,CANDIDATE
K03991.01,5519.0,83.0,-74.0,4.431,0.108,-0.072,-0.14,0.15,-0.15,0.921,0.093,-0.102,0.837,0.063,-0.037,296.50354,47.486919,13.14,13.647,13.115,12.922,12.83,11.901,11.503,11.409,0.0,19.7668812,9.5e-06,47.487085,9.7e-05,-0.76,0.35,0.59,0.35,0.000125,5.3e-05,-8.3e-05,5.4e-05,0.18,0.17,0.24,0.32,0.3,0.3,0.28,0.15,0.34,0.3,0.44,0.27,CANDIDATE
K01947.01,6102.0,165.0,-183.0,4.447,0.07,-0.21,-0.08,0.25,-0.3,1.016,0.345,-0.115,1.049,0.15,-0.137,288.63483,50.912231,12.335,12.709,12.271,12.175,12.153,11.269,10.989,10.944,0.0,19.2423839,4.9e-06,50.912156,3.8e-05,2.08,0.17,-0.27,0.14,0.000427,4.3e-05,9e-06,3.6e-05,-4.4,0.83,0.4,0.21,4.42,0.82,-0.1,0.17,-0.23,0.87,0.25,0.83,CANDIDATE
K02141.01,6102.0,171.0,-214.0,4.457,0.062,-0.2,0.0,0.25,-0.35,1.026,0.312,-0.125,1.099,0.133,-0.148,295.77194,38.820042,14.024,14.45,13.958,13.841,13.801,13.004,12.666,12.575,0.0,19.7181514,7.9e-06,38.820003,8.2e-05,0.93,0.33,-0.13,0.3,0.000418,9.2e-05,3.3e-05,8.3e-05,0.69,0.17,0.93,0.18,1.16,0.17,0.6,0.17,0.79,0.17,0.99,0.16,CANDIDATE
K07842.01,6450.0,144.0,-208.0,4.297,0.108,-0.201,-0.1,0.25,-0.3,1.273,0.405,-0.218,1.169,0.185,-0.152,289.88666,43.233879,13.396,13.728,13.345,13.253,13.236,12.358,12.15,12.068,0.006,19.325732,2.8e-05,43.23501,0.00048,-1.8,1.1,4.1,1.7,6.7e-05,3.5e-05,-4.6e-05,5.4e-05,-0.1,1.0,-0.2,1.2,0.2,1.3,-0.21,0.92,-0.2,1.1,0.26,0.98,CANDIDATE
K02874.01,5465.0,162.0,-146.0,4.598,0.03,-0.12,-0.26,0.3,-0.3,0.766,0.147,-0.063,0.857,0.08,-0.096,289.85889,45.503841,14.867,15.438,14.816,14.622,14.535,13.611,13.191,13.183,0.178,19.323923,1.5e-05,45.50366,0.00017,-0.13,0.58,-0.64,0.61,2e-05,8.9e-05,9.2e-05,9.3e-05,0.37,0.46,-0.32,0.16,0.49,0.39,0.34,0.41,-0.38,0.18,0.51,0.32,CANDIDATE
K02879.01,5653.0,169.0,-152.0,3.846,0.56,-0.14,0.02,0.25,-0.25,2.183,0.496,-1.158,1.216,0.131,-0.283,296.7019,42.508652,12.771,13.344,12.716,12.526,12.429,11.553,11.167,11.099,0.0,19.780165,1.3e-05,42.50875,0.00014,1.49,0.51,0.38,0.51,-7.7e-05,2.2e-05,-4.3e-05,2.2e-05,0.12,0.24,0.04,0.26,0.12,0.24,0.31,0.22,-0.2,0.27,0.37,0.25,CANDIDATE
K07843.01,5395.0,180.0,-164.0,4.536,0.028,-0.161,0.38,0.05,-0.3,0.891,0.198,-0.074,0.995,0.065,-0.106,293.67114,43.217609,15.775,16.482,15.705,15.473,15.377,14.369,13.949,13.858,0.176,19.578084,4.2e-05,43.21794,0.00048,0.3,1.7,1.2,1.7,1e-05,0.00011,-0.00011,0.00011,0.61,0.97,0.2,1.3,0.7,1.2,0.7,1.0,0.1,1.3,0.7,1.1,CANDIDATE
K01772.01,4315.0,142.0,-155.0,4.627,0.035,-0.028,0.14,0.25,-0.3,0.668,0.038,-0.052,0.688,0.042,-0.062,292.30069,38.402142,15.635,16.842,15.662,15.118,14.755,13.585,12.957,12.806,0.569,19.48671405,9.6e-07,38.4019343,9.8e-06,0.087,0.041,-0.741,0.035,0.0,0.051,0.001,0.065,-0.033,0.068,0.023,0.07,0.04,0.069,0.011,0.072,-0.209,0.074,0.209,0.074,CANDIDATE
K03936.01,5083.0,152.0,-152.0,4.512,0.063,-0.07,0.22,0.2,-0.3,0.844,0.083,-0.074,0.844,0.058,-0.065,297.57712,40.02771,13.336,14.063,13.257,13.025,12.909,11.882,11.457,11.289,0.003,19.8384891,4.6e-06,40.027588,6e-05,0.62,0.19,-0.44,0.22,-0.00046,0.00029,0.00035,0.00035,-0.06,0.19,-0.02,0.47,0.07,0.14,0.02,0.16,-0.12,0.41,0.12,0.42,CANDIDATE
K07832.01,6032.0,162.0,-180.0,4.508,0.05,-0.212,-0.18,0.3,-0.3,0.929,0.291,-0.097,1.014,0.13,-0.13,293.35861,42.80666,13.534,13.944,13.469,13.358,13.293,12.422,12.127,12.083,0.988,19.557219,2.4e-05,42.80695,0.00024,-0.89,0.95,1.04,0.87,-6e-06,5.2e-05,1e-06,4.7e-05,1.21,0.57,-1.81,0.55,2.17,0.55,1.21,0.44,-0.8,0.57,1.45,0.49,CANDIDATE
K04007.01,6198.0,188.0,-225.0,4.464,0.054,-0.216,-0.16,0.25,-0.3,1.005,0.312,-0.112,1.072,0.144,-0.144,295.74899,44.37476,15.472,15.932,15.433,15.275,15.201,14.319,13.965,13.978,0.001,19.716558,2.1e-05,44.37501,0.00023,-1.61,0.82,0.89,0.82,0.00036,0.00019,-0.00026,0.00019,-0.28,0.28,0.41,0.62,0.49,0.59,-0.33,0.57,0.27,0.42,0.43,0.51,CANDIDATE
K07833.01,6174.0,169.0,-206.0,4.499,0.05,-0.2,-0.3,0.3,-0.35,0.939,0.276,-0.092,1.014,0.12,-0.134,296.78555,42.880291,14.321,14.723,14.275,14.149,14.087,13.252,12.971,12.931,0.027,19.785704,2.3e-05,42.88068,0.00026,0.0,0.9,1.41,0.95,2e-05,0.00032,-0.0005,0.00034,-0.81,0.28,0.43,0.14,0.92,0.26,-0.81,0.31,0.65,0.11,1.04,0.25,CANDIDATE
K02135.02,6178.0,111.0,-135.0,4.269,0.125,-0.125,-0.04,0.15,-0.15,1.267,0.237,-0.178,1.085,0.113,-0.075,296.80344,46.74115,13.573,13.94,13.513,13.416,13.348,12.526,12.275,12.198,0.222,19.786924,2.6e-05,46.74117,0.00023,1.02,0.95,0.08,0.84,-0.000107,9e-05,-2.7e-05,8e-05,-1.18,0.53,-0.22,0.85,1.2,0.57,-1.3,0.47,-0.36,0.94,1.35,0.56,CANDIDATE
K07834.01,6072.0,163.0,-199.0,4.51,0.05,-0.2,-0.24,0.3,-0.3,0.923,0.276,-0.092,1.005,0.13,-0.143,292.94757,42.904308,15.051,15.506,15.001,14.857,14.788,13.889,13.512,13.496,0.041,19.529891,4.7e-05,42.90379,0.00051,2.1,1.9,-1.9,1.8,-0.00022,0.00019,0.0002,0.00018,-0.13,0.9,1.53,0.6,1.54,0.59,-0.12,0.91,1.63,0.59,1.64,0.57,CANDIDATE
K00364.01,6831.0,150.2,-180.0,4.1171999999999995,0.1356,-0.14340000000000003,-0.082,0.18,-0.17800000000000002,1.9122,0.35280000000000006,-0.43199999999999994,1.435,0.15719999999999995,-0.1732,295.87231,42.881149,10.087,10.51,10.017,9.906,9.874,8.989,8.706,8.645,0.10740000000000001,19.713703340000002,8.688e-05,41.5131846,0.000702,-2.4686,3.4478,0.3804,2.5066,-3.154e-05,5.2520000000000005e-05,7.924000000000002e-05,3.903999999999999e-05,9.044,8.725999999999999,-4.562,5.578,10.288,8.596,9.018,8.578,-4.886,5.676,10.488,8.618,CANDIDATE
K01411.01,5716.0,103.0,-114.0,4.348,0.095,-0.116,0.4,0.05,-0.15,1.155,0.186,-0.124,1.083,0.066,-0.066,298.99509,45.909512,13.377,13.967,13.332,13.125,13.051,12.088,11.772,11.689,0.079,19.9330092,3.4e-06,45.909472,2.7e-05,0.12,0.13,-0.135,0.099,0.0003,0.0006,-0.00041,0.00061,-0.03,0.15,-0.021,0.092,0.03,0.13,-0.14,0.11,-0.316,0.095,0.345,0.097,CANDIDATE
K07835.01,5815.0,140.0,-157.0,4.54,0.044,-0.176,-0.12,0.3,-0.3,0.877,0.231,-0.077,0.973,0.104,-0.116,293.13828,42.965141,14.688,15.172,14.627,14.48,14.395,13.542,13.223,13.197,0.032,19.542496,3.7e-05,42.96551,0.00041,-2.2,1.5,1.3,1.5,0.0002,0.00014,-0.00011,0.00014,1.17,0.73,1.23,0.36,1.7,0.6,1.09,0.73,1.3,0.36,1.7,0.57,CANDIDATE
K07846.01,6194.0,193.0,-258.0,4.445,0.054,-0.202,0.07,0.25,-0.35,1.069,0.333,-0.119,1.161,0.149,-0.165,287.81284,43.362549,15.284,15.696,15.202,15.107,15.045,14.17,13.825,13.816,0.0,19.187481,1.6e-05,43.36255,0.00014,-1.61,0.61,0.0,0.49,0.000302,7.1e-05,7.2e-05,5.7e-05,-3.4,0.64,0.35,0.39,3.42,0.65,-3.34,0.44,1.04,0.38,3.5,0.46,CANDIDATE
K01631.01,4920.0,146.0,-146.0,4.664,0.056,-0.032,-0.96,0.3,-0.3,0.591,0.045,-0.045,0.588,0.05,-0.025,290.28094,45.46426,15.653,16.414,15.639,15.326,15.147,14.068,13.58,13.441,0.0,19.3520586,2.7e-06,45.464188,2.9e-05,-0.18,0.1,-0.26,0.1,0.00072,0.00019,0.00108,0.00023,-0.223,0.072,-0.1,0.073,0.244,0.072,-0.12,0.075,0.06,0.079,0.134,0.076,CANDIDATE
K07847.01,6098.0,195.0,-238.0,4.069,0.322,-0.161,-0.06,0.25,-0.3,1.618,0.431,-0.575,1.119,0.172,-0.172,289.7308,43.497368,13.281,13.421,13.217,13.217,13.7564,14.303,14.108,13.937,0.001,19.315319,1.8e-05,43.49767,0.00016,-2.69,0.7,1.1,0.58,-0.00105,0.00052,-0.00062,0.00047,-3.154,0.674,-0.5940000000000001,0.6839999999999999,3.4339999999999997,0.852,-6.76,0.86,-0.53,0.9,6.78,0.86,CANDIDATE
K02068.01,5952.0,160.0,-195.0,4.519,0.05,-0.212,-0.18,0.3,-0.3,0.907,0.273,-0.091,0.989,0.116,-0.129,295.46463,47.90807,14.74,15.222,14.688,14.533,14.449,13.567,13.241,13.205,0.695,19.697636,1.5e-05,47.90806,0.00016,-0.22,0.54,-0.05,0.58,-0.00037,0.00085,0.0002,0.001,-0.17,0.32,0.79,0.18,0.81,0.19,-0.41,0.32,0.81,0.18,0.91,0.22,CANDIDATE
K03104.01,5621.0,169.0,-169.0,4.514,0.058,-0.173,-0.06,0.3,-0.3,0.879,0.233,-0.093,0.921,0.104,-0.095,296.68945,49.44677,15.388,15.983,15.336,15.133,15.054,14.04,13.683,13.566,0.199,19.779329,3e-05,49.44713,0.0003,1.2,1.1,1.3,1.1,-0.00012,0.00018,-0.00015,0.00018,0.03,0.61,-0.08,0.41,0.08,0.47,0.18,0.6,0.09,0.46,0.2,0.53,CANDIDATE
K03137.01,5376.0,160.0,-144.0,4.616,0.032,-0.104,-0.34,0.35,-0.3,0.73,0.122,-0.052,0.811,0.076,-0.093,285.20944,46.540909,15.682,16.292,15.634,15.421,15.317,14.379,13.961,13.825,0.336,19.013955,4.2e-05,46.5406,0.00042,-0.3,1.5,-1.1,1.5,1e-05,0.00018,0.00014,0.00018,0.0,1.0,1.4,1.2,1.4,1.2,-0.2,0.87,1.4,1.3,1.4,1.4,CANDIDATE
K02925.01,5552.0,149.0,-149.0,4.349,0.18,-0.198,-0.06,0.3,-0.25,1.03,0.304,-0.187,0.863,0.122,-0.071,298.29819,42.434368,13.458,14.017,13.385,13.218,13.106,12.151,11.801,11.729,0.165,19.886543,1.8e-05,42.43418,0.00018,-0.13,0.72,-0.7,0.64,2e-06,5e-05,4.4e-05,4.5e-05,-0.43,0.33,-0.14,0.39,0.45,0.34,-0.62,0.33,-0.16,0.27,0.64,0.33,CANDIDATE
K02037.02,5029.0,192.0,-174.0,4.429,0.13,-0.416,0.48,0.05,-0.25,0.93,0.481,-0.144,0.847,0.068,-0.049,284.34274,46.316551,15.213,16.038,15.092,14.859,14.696,13.661,13.175,13.016,0.0,18.956171,7.9e-06,46.3167,0.00013,-0.41,0.29,0.54,0.46,-0.00016,0.00017,0.00151,0.00027,2.55,0.21,-9.48,0.17,9.81,0.18,-0.26,0.19,0.13,0.17,0.29,0.19,CANDIDATE
K02612.02,5495.0,74.0,-82.0,4.442,0.072,-0.099,0.16,0.15,-0.15,0.961,0.115,-0.086,0.932,0.052,-0.047,297.14883,46.296951,11.83,12.363,11.766,11.602,11.529,10.615,10.275,10.185,0.207,19.809887,3e-05,46.29709,0.00028,-1.3,1.1,0.5,1.0,3.7e-05,3.5e-05,-1.8e-05,3.1e-05,1.2,1.0,0.1,0.82,1.2,1.1,1.21,0.94,0.08,0.76,1.22,0.98,CANDIDATE
K02957.01,4786.0,76.0,-85.0,4.54,0.052,-0.017,0.12,0.15,-0.15,0.77,0.027,-0.046,0.751,0.045,-0.026,282.34305,48.340778,14.48,15.251,14.458,14.15,14.017,12.971,12.421,12.321,0.006,18.822907,3.5e-05,48.34046,0.00034,1.3,1.2,-1.2,1.2,-0.00018,0.00014,0.0002,0.00013,0.75,0.73,1.41,0.67,1.59,0.81,0.74,0.81,1.91,0.71,2.05,0.86,CANDIDATE
K03102.01,3773.0,50.0,-134.0,4.925,0.15,-0.09,-0.8,0.2,-0.3,0.35,0.06,-0.12,0.376,0.07,-0.11,297.96048,46.227921,15.983,17.348,15.905,15.398,15.123,13.864,13.207,13.104,0.414,19.8716678,3.679999999999999e-05,46.785452,0.000394,-0.019999999999999997,1.364,-0.05599999999999996,1.426,0.00013,0.001052,0.000512,0.001186,0.43999999999999995,1.092,0.648,1.1179999999999999,1.6119999999999997,1.166,0.728,1.2040000000000002,0.5940000000000001,1.0819999999999999,1.528,1.1780000000000002,CANDIDATE
K03077.02,4791.0,143.0,-129.0,4.577,0.045,-0.036,0.07,0.25,-0.3,0.742,0.054,-0.059,0.759,0.061,-0.061,292.03348,37.974548,15.958,16.871,15.896,15.567,15.379,14.246,13.735,13.697,0.0,19.468817,3.4e-05,37.97502,0.00038,-3.5,1.5,1.7,1.4,0.00131,0.00051,-0.00094,0.00048,1.11,0.67,0.88,0.54,1.42,0.63,1.01,0.65,0.45,0.47,1.11,0.67,CANDIDATE
K05149.01,5726.0,172.0,-172.0,4.564,0.034,-0.195,-0.22,0.3,-0.3,0.829,0.239,-0.075,0.923,0.098,-0.109,294.27399,40.462078,15.649,16.221,15.602,15.404,15.304,14.299,13.859,13.892,0.068,19.61823,3.5e-05,40.46166,0.00044,-1.5,1.4,-1.5,1.6,0.00034,0.00035,0.00037,0.00039,-0.83,0.87,-0.67,0.92,1.07,0.89,-0.82,0.87,-0.65,0.9,1.05,0.88,CANDIDATE
K05155.01,6313.0,75.0,-85.0,4.364,0.027,-0.082,0.36,0.1,-0.15,1.246,0.147,-0.069,1.31,0.049,-0.07,295.21255,40.516911,15.469,15.985,15.427,15.248,15.133,14.237,13.969,13.848,0.153,19.6808329,5.9e-06,40.516837,7e-05,-0.21,0.24,-0.26,0.25,0.0002,0.0011,0.001,0.0013,-0.08,0.19,-0.019,0.074,0.09,0.19,-0.16,0.18,-0.065,0.073,0.18,0.17,CANDIDATE
K05274.01,5413.0,97.0,-65.0,4.107,0.266,-0.114,0.1,0.2,-0.1,1.403,0.266,-0.398,0.918,0.073,-0.042,292.633,41.749222,12.746,13.376,12.694,12.476,12.328,11.344,10.902,10.811,0.301,19.508861,2.6e-05,41.74936,0.00026,-0.2,1.0,0.49,0.94,0.0,0.00013,-9e-05,0.00012,0.84,0.59,0.16,0.46,0.85,0.59,0.75,0.59,-0.01,0.67,0.75,0.59,CANDIDATE
K05275.01,6318.0,199.0,-244.0,4.247,0.209,-0.171,-0.52,0.3,-0.3,1.216,0.339,-0.277,0.951,0.146,-0.11,292.99493,41.712749,14.531,14.943,14.502,14.354,14.26,13.435,13.137,13.102,0.0,19.53285,3.9e-05,41.71412,0.00047,-5.8,1.6,4.9,1.7,0.00045,0.00012,-0.00037,0.00013,-3.7,2.4,3.0,2.4,4.8,2.4,-3.6,2.5,3.0,2.3,4.7,2.4,CANDIDATE
K05276.01,5150.0,184.0,-184.0,4.634,0.033,-0.077,-0.34,0.3,-0.3,0.696,0.097,-0.057,0.77,0.073,-0.082,293.36475,41.788891,15.827,16.545,15.785,15.519,15.341,14.414,13.849,13.811,0.494,19.55768,3.3e-05,41.78885,0.00019,1.2,1.3,-0.14,0.68,0.0009,0.0013,-0.00019,0.00071,-0.1,1.9,-0.07,0.28,0.2,1.8,3.8,1.5,0.72,0.19,3.9,1.5,CANDIDATE
K05278.01,5330.0,187.0,-187.0,4.627,0.032,-0.097,-0.38,0.3,-0.3,0.713,0.114,-0.061,0.797,0.076,-0.093,294.33594,41.747532,15.87,16.53,15.832,15.588,15.442,14.536,14.051,13.935,0.024,19.6224105,4e-06,41.747512,4.2e-05,0.61,0.16,-0.07,0.15,0.0007,0.0036,0.002,0.0046,0.17,0.095,-0.06,0.07,0.18,0.093,0.246,0.078,-0.01,0.075,0.246,0.078,CANDIDATE
K05279.01,5784.0,78.0,-78.0,4.33,0.115,-0.115,0.14,0.15,-0.15,1.143,0.187,-0.136,1.019,0.073,-0.059,298.11356,41.712749,14.775,15.322,14.731,14.54,14.439,13.454,13.137,13.078,0.002,19.874208,4.4e-05,41.71206,0.00041,-1.2,1.8,-2.5,1.5,0.00044,0.00053,0.0008,0.00045,0.27,0.5,-0.68,0.67,0.73,0.63,0.22,0.48,-0.69,0.71,0.73,0.68,CANDIDATE
K03463.01,6068.0,190.0,-211.0,4.384,0.108,-0.201,-0.18,0.3,-0.3,1.061,0.324,-0.174,0.995,0.154,-0.126,296.87976,40.45536,14.564,15.046,14.511,14.358,14.206,13.378,13.056,12.951,0.855,19.791989,2.9e-05,40.45525,0.00035,0.2,1.2,-0.4,1.3,-1e-05,0.0002,6e-05,0.00021,1.03,0.62,-1.45,0.56,1.78,0.58,1.05,0.64,-1.38,0.6,1.73,0.61,CANDIDATE
K05030.01,6362.0,154.0,-247.0,4.408,0.058,-0.3,0.07,0.15,-0.41,1.144,0.569,-0.135,1.221,0.229,-0.217,295.18872,39.01865,14.452,14.836,14.4,14.288,14.275,13.416,13.162,13.094,0.097,19.679229,4.3e-05,39.01818,0.00048,-0.8,1.8,-1.7,1.7,0.00049,0.00096,0.00088,0.00093,1.0,1.9,-0.6,1.0,1.1,1.7,1.0,1.8,-0.6,1.0,1.2,1.7,CANDIDATE
K05033.01,4985.0,118.0,-111.0,3.534,0.198,-0.409,-0.32,0.26,-0.24,2.633,1.961,-0.603,0.865,0.253,-0.072,296.35797,39.078579,13.832,14.68,13.804,13.468,13.243,12.123,11.555,11.481,0.073,19.757185,2.6e-05,39.07797,0.00037,-0.6,1.1,-2.2,1.3,0.0003,0.00057,0.00079,0.00069,-0.42,0.99,0.38,0.51,0.57,0.98,-0.4,1.1,0.02,0.52,0.4,1.2,CANDIDATE
K05035.01,5830.8,204.0,-236.0,4.4934,0.0548,-0.23200000000000004,-0.098,0.25,-0.29400000000000004,0.9254000000000001,0.3058,-0.0978,0.9743999999999999,0.1278,-0.1152,293.29913,39.188389,15.879,17.129,15.859,15.343,15.046,13.905,13.24,13.122,0.066,19.55323,4.7e-05,39.18889,0.00052,-1.9,2.0,1.8,1.9,0.0017,0.0021,-0.0017,0.0021,-1.3,1.4,1.9,1.3,2.3,1.3,-1.6,1.4,2.0,1.2,2.5,1.3,CANDIDATE
K05037.01,3860.0,81.0,-112.0,0.949,0.03,-0.029,-0.16,0.2,-0.26,74.32,21.213,-18.098,1.792,1.375,-0.767,295.16342,39.180187,12.989,14.073,12.963,12.524,12.673,10.83,9.976,9.76,0.003,19.677649,3.7e-05,39.18034,0.00039,3.7,1.5,0.6,1.4,-0.00096,0.00055,-0.00048,0.00051,0.7,0.18,1.4,1.3,1.6,1.2,1.51,0.2,0.6,1.6,1.63,0.68,CANDIDATE
K05156.01,6423.0,183.0,-154.0,4.121,0.358,-0.269,-1.72,0.32,-0.28,1.246,0.521,-0.405,0.747,0.078,-0.019,298.7175,40.541969,12.075,12.379,12.06,11.945,11.91,11.049,10.735,10.595,0.023,19.9145063,7.1e-06,40.541952,6.9e-05,0.26,0.29,-0.06,0.25,-8.2e-05,5.9e-05,4e-06,5e-05,0.011,0.067,-0.005,0.067,0.013,0.067,0.023,0.068,0.053,0.067,0.058,0.067,CANDIDATE
K05158.01,6768.0,178.0,-225.0,3.844,0.351,-0.143,-0.38,0.26,-0.28,2.302,0.664,-0.927,1.349,0.268,-0.285,299.38071,40.535671,11.867,12.136,11.828,11.751,11.726,10.931,10.751,10.688,0.444,19.958643,5.5e-05,40.53568,0.00029,-2.9,2.2,0.0,1.0,0.00029,0.00055,-9e-05,0.00026,-8.7,4.1,-2.1,0.21,8.9,4.0,-8.9,4.2,-2.19,0.19,9.2,4.1,CANDIDATE
K05160.01,5481.6,144.0,-134.6,4.5448,0.0322,-0.21459999999999999,0.031999999999999994,0.21800000000000003,-0.23200000000000004,0.8486,0.2072,-0.056400000000000006,0.9251999999999999,0.0718,-0.0842,282.9101,40.646519,15.594,16.858,15.628,15.052,14.753,13.529,12.84,12.741,0.166,18.860682,1.9e-05,40.64571,0.00024,0.33,0.77,-2.91,0.88,0.0011,0.0017,0.0003,0.0021,4.26,0.59,3.48,0.66,5.5,0.62,6.16,0.59,0.14,0.66,6.16,0.59,CANDIDATE
